plate_group_label,assay_plate_label,well_position,assay_read_on,col,row,raw_assay_value,volume_uL,MDL,Filled On,Run Number,Filtered out at 12:22:45 PM
PG-4586,833286,H10,4/4/2017 10:22,10,8,1.2688,236.013152,MDL-7658,4/4/2017,1,Untagged
PG-4586,833286,D7,4/4/2017 10:22,7,4,1.2806,238.276274,MDL-7658,4/4/2017,1,Untagged
PG-4586,833286,H12,4/4/2017 10:22,12,8,1.2521,232.810259,MDL-7658,4/4/2017,1,Untagged
PG-4586,833286,C11,4/4/2017 10:22,11,3,1.2651,235.303529,MDL-7658,4/4/2017,1,Untagged
PG-4586,833286,E8,4/4/2017 10:22,8,5,1.2605,234.421295,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,E9,4/4/2017 10:24,9,5,1.2641,235.111739,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,C9,4/4/2017 10:24,9,3,1.2627,234.843233,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,B3,4/4/2017 10:24,3,2,1.2557,233.500703,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,D1,4/4/2017 10:24,1,4,1.2726,236.741954,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,F7,4/4/2017 10:24,7,6,1.2669,235.648751,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,F9,4/4/2017 10:24,9,6,1.2613,234.574727,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,D12,4/4/2017 10:24,12,4,1.2549,233.347271,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,C4,4/4/2017 10:24,4,3,1.2591,234.152789,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,C6,4/4/2017 10:24,6,3,1.2649,235.265171,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,C1,4/4/2017 10:24,1,3,1.2527,232.925333,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,E4,4/4/2017 10:24,4,5,1.2734,236.895386,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,A7,4/4/2017 10:24,7,1,1.2678,235.821362,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,G7,4/4/2017 10:24,7,7,1.2616,234.632264,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,F5,4/4/2017 10:24,5,6,1.2618,234.670622,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,C12,4/4/2017 10:24,12,3,1.2557,233.500703,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,A9,4/4/2017 10:24,9,1,1.2683,235.917257,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,A8,4/4/2017 10:24,8,1,1.2558,233.519882,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,E12,4/4/2017 10:24,12,5,1.2513,232.656827,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,H1,4/4/2017 10:24,1,8,1.2589,234.114431,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,B1,4/4/2017 10:24,1,2,1.2649,235.265171,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,H12,4/4/2017 10:24,12,8,1.2455,231.544445,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,H8,4/4/2017 10:24,8,8,1.2472,231.870488,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,G4,4/4/2017 10:24,4,7,1.2534,233.059586,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,A12,4/4/2017 10:24,12,1,1.2619,234.689801,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,F3,4/4/2017 10:24,3,6,1.2548,233.328092,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,H6,4/4/2017 10:24,6,8,1.2646,235.207634,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,E8,4/4/2017 10:24,8,5,1.2571,233.769209,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,C11,4/4/2017 10:24,11,3,1.2584,234.018536,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,H11,4/4/2017 10:24,11,8,1.2477,231.966383,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,C3,4/4/2017 10:24,3,3,1.2598,234.287042,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,D5,4/4/2017 10:24,5,4,1.2749,237.183071,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,H4,4/4/2017 10:24,4,8,1.2619,234.689801,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,D8,4/4/2017 10:24,8,4,1.2716,236.550164,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,B11,4/4/2017 10:24,11,2,1.2618,234.670622,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,F12,4/4/2017 10:24,12,6,1.2556,233.481524,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,H5,4/4/2017 10:24,5,8,1.2522,232.829438,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,H9,4/4/2017 10:24,9,8,1.2683,235.917257,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,G2,4/4/2017 10:24,2,7,1.2616,234.632264,MDL-7658,4/4/2017,1,Untagged
PG-4586,833287,G5,4/4/2017 10:24,5,7,1.2657,235.418603,MDL-7658,4/4/2017,1,Untagged
